buurtcode,buurtnaam,wijkcode,bevolkingsdichtheid_inwoners_per_km2,aantal_inwoners,mannen,vrouwen,percentage_personen_0_tot_15_jaar,percentage_personen_15_tot_25_jaar,percentage_personen_25_tot_45_jaar,percentage_personen_45_tot_65_jaar,percentage_personen_65_jaar_en_ouder,percentage_ongehuwd,percentage_gehuwd,percentage_gescheid,percentage_verweduwd,geboortes_per_1000_inwoners,aantal_huishoudens,percentage_eenpersoonshuishoudens,percentage_huishoudens_zonder_kinderen,percentage_huishoudens_met_kinderen,gemiddelde_huishoudsgrootte,percentage_westerse_migratieachtergrond,percentage_niet_westerse_migratieachtergrond,percentage_uit_marokko,percentage_uit_nederlandse_antillen_en_aruba,percentage_uit_suriname,percentage_uit_turkije,percentage_overige_nietwestersemigratieachtergrond,aantal_bedrijven_landbouw_bosbouw_visserij,aantal_bedrijven_nijverheid_energie,aantal_bedrijven_handel_en_horeca,aantal_bedrijven_vervoer_informatie_communicatie,aantal_bedrijven_financieel_onroerend_goed,aantal_bedrijven_zakelijke_dienstverlening,aantal_bedrijven_overheid_onderwijs_en_zorg,aantal_bedrijven_cultuur_recreatie_overige,aantal_bedrijfsvestigingen,woningvoorraad,gemiddelde_woningwaarde,percentage_eengezinswoning,percentage_meergezinswoning,percentage_bewoond,percentage_koopwoningen,percentage_huurwoningen,perc_huurwoningen_in_bezit_woningcorporaties,perc_huurwoningen_in_bezit_overige_verhuurders,percentage_woningen_met_eigendom_onbekend,percentage_bouwjaarklasse_tot_2000,percentage_bouwjaarklasse_vanaf_2000,percentage_leegstand_woningen,personenautos_totaal,personenautos_per_huishouden,personenautos_per_km2,motortweewielers_totaal,aantal_personenautos_met_brandstof_benzine,aantal_personenautos_met_overige_brandstof,huisartsenpraktijk_gemiddelde_afstand_in_km,huisartsenpraktijk_gemiddeld_aantal_binnen_1_km,huisartsenpraktijk_gemiddeld_aantal_binnen_3_km,huisartsenpraktijk_gemiddeld_aantal_binnen_5_km,apotheek_gemiddelde_afstand_in_km,grote_supermarkt_gemiddelde_afstand_in_km,grote_supermarkt_gemiddeld_aantal_binnen_1_km,grote_supermarkt_gemiddeld_aantal_binnen_3_km,grote_supermarkt_gemiddeld_aantal_binnen_5_km,winkels_ov_dagelijkse_levensm_gem_afst_in_km,winkels_ov_dagel_levensm_gem_aantal_binnen_1_km,winkels_ov_dagel_levensm_gem_aantal_binnen_3_km,winkels_ov_dagel_levensm_gem_aantal_binnen_5_km,warenhuis_gemiddelde_afstand_in_km,warenhuis_gemiddeld_aantal_binnen_5_km,warenhuis_gemiddeld_aantal_binnen_10_km,warenhuis_gemiddeld_aantal_binnen_20_km,cafe_gemiddelde_afstand_in_km,cafe_gemiddeld_aantal_binnen_1_km,cafe_gemiddeld_aantal_binnen_3_km,cafe_gemiddeld_aantal_binnen_5_km,cafetaria_gemiddelde_afstand_in_km,cafetaria_gemiddeld_aantal_binnen_1_km,cafetaria_gemiddeld_aantal_binnen_3_km,cafetaria_gemiddeld_aantal_binnen_5_km,restaurant_gemiddelde_afstand_in_km,restaurant_gemiddeld_aantal_binnen_1_km,restaurant_gemiddeld_aantal_binnen_3_km,restaurant_gemiddeld_aantal_binnen_5_km,hotel_gemiddelde_afstand_in_km,hotel_gemiddeld_aantal_binnen_5_km,hotel_gemiddeld_aantal_binnen_10_km,hotel_gemiddeld_aantal_binnen_20_km,kinderdagverblijf_gemiddelde_afstand_in_km,kinderdagverblijf_gemiddeld_aantal_binnen_1_km,kinderdagverblijf_gemiddeld_aantal_binnen_3_km,kinderdagverblijf_gemiddeld_aantal_binnen_5_km,buitenschoolse_opvang_gem_afstand_in_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_1_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_3_km,buitenschoolse_opvang_gemiddeld_aantal_binnen_5_km,basisonderwijs_gemiddelde_afstand_in_km,basisonderwijs_gemiddeld_aantal_binnen_1_km,basisonderwijs_gemiddeld_aantal_binnen_3_km,basisonderwijs_gemiddeld_aantal_binnen_5_km,voortgezet_onderwijs_gem_afstand_in_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_3_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_5_km,voortgezet_onderwijs_gemiddeld_aantal_binnen_10_km,vmbo_gemiddelde_afstand_in_km,vmbo_gemiddeld_aantal_binnen_3_km,vmbo_gemiddeld_aantal_binnen_5_km,vmbo_gemiddeld_aantal_binnen_10_km,havo_vwo_gemiddelde_afstand_in_km,havo_vwo_gemiddeld_aantal_binnen_3_km,havo_vwo_gemiddeld_aantal_binnen_5_km,havo_vwo_gemiddeld_aantal_binnen_10_km,brandweerkazerne_gemiddelde_afstand_in_km,zwembad_gemiddelde_afstand_in_km,kunstijsbaan_gemiddelde_afstand_in_km,bibliotheek_gemiddelde_afstand_in_km,bioscoop_gemiddelde_afstand_in_km,bioscoop_gemiddeld_aantal_binnen_5_km,bioscoop_gemiddeld_aantal_binnen_10_km,bioscoop_gemiddeld_aantal_binnen_20_km,sauna_gemiddelde_afstand_in_km,zonnebank_gemiddelde_afstand_in_km,attractiepark_gemiddelde_afstand_in_km,attractiepark_gemiddeld_aantal_binnen_10_km,attractiepark_gemiddeld_aantal_binnen_20_km,attractiepark_gemiddeld_aantal_binnen_50_km,wijknaam
BU03630304,Rembrandtpleinbuurt,WK036303,7617.0,455.0,265.0,190.0,5.0,11.0,58.0,18.0,9.0,76.0,15.0,7.0,1.0,11.0,320.0,65.0,29.0,6.0,1.4,36.0,22.0,2.0,0.0,1.0,2.0,17.0,0.0,0.0,85.0,15.0,25.0,50.0,15.0,30.0,220.0,303.0,564.0,4.0,96.0,74.0,23.0,76.0,8.0,68.0,1.0,100.0,0.0,26.0,80.0,0.3,1375.0,15.0,60.0,20.0,0.4,4.9,71.0,132.8,0.5,0.2,11.2,98.0,166.1,0.2,100.1,677.7,959.3,0.5,11.5,23.0,34.4,0.1,116.5,546.7,659.1,0.1,94.2,615.2,835.7,0.0,249.7,1516.0,2014.0,0.1,383.0,438.9,517.1,0.4,4.9,144.7,325.6,0.7,4.3,65.3,165.0,0.7,2.8,38.0,100.9,1.4,20.4,47.3,78.2,1.9,13.8,29.5,58.0,1.4,15.6,32.6,51.2,1.4,1.6,4.7,1.9,0.3,12.0,14.0,19.1,0.9,1.2,0.5,8.3,17.0,67.9,Grachtengordel-Zuid
BU03630305,Reguliersbuurt,WK036303,9950.0,400.0,225.0,175.0,5.0,23.0,57.0,12.0,3.0,82.0,16.0,2.0,0.0,3.0,275.0,64.0,28.0,7.0,1.4,51.0,18.0,0.0,1.0,1.0,1.0,15.0,0.0,10.0,155.0,50.0,25.0,45.0,5.0,40.0,330.0,264.0,512.0,6.0,94.0,72.0,13.0,86.0,0.0,86.0,1.0,94.0,6.0,28.0,55.0,0.2,1383.0,10.0,40.0,15.0,0.3,7.6,69.2,129.7,0.6,0.2,12.8,93.2,166.2,0.0,129.7,662.5,961.5,0.2,12.1,23.0,36.2,0.1,164.9,544.9,655.0,0.0,144.0,608.3,839.7,0.0,327.9,1514.0,2012.0,0.1,383.1,439.1,521.1,0.6,4.6,151.2,327.9,0.7,2.9,69.1,165.7,0.7,2.0,38.0,99.0,1.1,21.4,45.2,79.0,1.8,13.0,28.2,58.0,1.1,17.4,31.5,52.0,1.5,1.4,5.1,1.9,0.1,11.4,14.0,20.0,0.8,1.0,0.9,9.0,17.0,68.0,Grachtengordel-Zuid
BU03630306,Leidsegracht Zuid,WK036303,12840.0,645.0,365.0,275.0,7.0,12.0,38.0,25.0,17.0,67.0,23.0,5.0,5.0,11.0,395.0,59.0,29.0,12.0,1.6,41.0,8.0,0.0,0.0,1.0,0.0,6.0,0.0,10.0,120.0,75.0,55.0,175.0,50.0,35.0,520.0,440.0,832.0,16.0,84.0,74.0,33.0,65.0,2.0,63.0,2.0,100.0,0.0,26.0,210.0,0.5,3835.0,15.0,155.0,55.0,0.5,8.8,70.4,129.8,0.3,0.4,12.6,89.5,166.7,0.1,107.4,669.0,971.7,0.5,12.8,22.3,37.9,0.2,149.8,562.6,651.8,0.1,134.6,620.2,836.3,0.0,341.8,1556.0,2017.0,0.1,383.2,443.8,524.0,0.3,9.7,170.9,329.8,0.8,3.6,78.4,167.2,0.8,2.6,46.8,102.2,0.6,22.5,44.2,79.1,1.4,13.0,29.2,58.1,0.6,18.5,33.0,52.1,1.2,1.2,5.6,1.5,0.3,11.0,14.0,21.0,0.8,0.6,1.4,9.0,17.0,68.7,Grachtengordel-Zuid
BU03630400,Oosterdokseiland,WK036304,3850.0,460.0,265.0,195.0,13.0,6.0,42.0,28.0,10.0,64.0,25.0,10.0,2.0,13.0,260.0,48.0,31.0,21.0,1.8,26.0,26.0,3.0,1.0,8.0,2.0,13.0,0.0,5.0,25.0,20.0,35.0,55.0,10.0,25.0,175.0,268.0,678.0,0.0,100.0,86.0,44.0,55.0,34.0,22.0,1.0,4.0,96.0,14.0,750.0,0.0,0.0,10.0,625.0,125.0,0.7,2.4,41.0,121.0,0.8,0.1,4.8,55.2,144.0,0.5,37.8,424.5,885.3,1.1,9.9,21.0,35.8,0.5,80.5,441.0,639.9,0.1,56.1,437.2,764.3,0.1,129.1,1022.0,1857.0,0.1,360.2,433.8,514.5,0.8,4.1,67.2,263.9,0.8,1.7,38.7,131.7,0.8,0.9,19.9,85.1,1.6,5.8,39.5,77.0,1.6,3.9,24.7,57.0,1.6,5.8,28.7,51.0,1.4,2.5,5.5,0.1,1.7,11.9,14.0,18.5,1.2,2.1,1.5,8.5,16.9,66.0,Nieuwmarkt/Lastage
BU03630401,Scheepvaarthuisbuurt,WK036304,14420.0,725.0,355.0,365.0,7.0,16.0,38.0,23.0,15.0,68.0,24.0,6.0,2.0,10.0,440.0,57.0,30.0,14.0,1.6,30.0,8.0,1.0,1.0,1.0,1.0,4.0,0.0,15.0,30.0,25.0,10.0,60.0,15.0,55.0,210.0,330.0,689.0,4.0,96.0,85.0,37.0,62.0,4.0,58.0,2.0,98.0,2.0,15.0,160.0,0.4,3032.0,30.0,120.0,40.0,0.2,4.5,56.2,127.9,0.5,0.5,8.6,79.2,156.5,0.3,65.0,541.9,921.5,0.8,11.3,21.0,36.6,0.2,116.3,489.8,651.0,0.3,84.8,522.3,798.9,0.3,182.1,1244.0,1931.0,0.1,365.1,435.7,518.9,0.4,6.9,93.5,295.7,0.4,3.5,47.6,148.3,0.5,2.7,27.7,92.7,1.5,9.6,46.6,77.0,1.5,5.8,29.3,57.0,1.5,8.7,30.3,51.0,0.7,2.4,4.8,0.9,1.4,12.9,14.0,19.5,1.0,2.1,1.0,8.8,17.0,66.0,Nieuwmarkt/Lastage
BU03630402,Rapenburg,WK036304,10956.0,990.0,485.0,500.0,10.0,22.0,35.0,23.0,10.0,72.0,21.0,5.0,1.0,7.0,630.0,61.0,25.0,15.0,1.6,35.0,16.0,1.0,1.0,3.0,2.0,10.0,0.0,10.0,35.0,35.0,20.0,90.0,35.0,45.0,270.0,616.0,0.0,3.0,97.0,86.0,24.0,74.0,35.0,40.0,2.0,95.0,5.0,14.0,185.0,0.3,2014.0,20.0,140.0,45.0,0.3,4.3,59.0,128.1,0.5,0.3,6.4,81.2,154.0,0.3,36.9,552.1,915.8,0.6,11.0,21.4,33.6,0.1,60.7,489.1,649.9,0.4,38.0,526.1,797.5,0.1,107.7,1241.0,1929.0,0.2,367.4,436.9,515.6,0.1,9.5,94.8,293.1,0.4,6.9,52.1,146.8,0.4,3.4,31.0,91.0,1.8,11.4,47.8,77.0,1.8,7.2,29.8,57.0,1.8,9.5,31.8,51.0,0.4,2.3,4.3,1.3,1.3,13.0,14.0,18.7,1.3,1.8,0.7,7.1,17.0,66.0,Nieuwmarkt/Lastage
BU03630403,Lastage,WK036304,21520.0,1075.0,555.0,520.0,8.0,10.0,39.0,27.0,15.0,70.0,22.0,7.0,1.0,9.0,685.0,58.0,27.0,14.0,1.6,28.0,12.0,1.0,1.0,1.0,1.0,9.0,0.0,10.0,60.0,40.0,30.0,110.0,40.0,70.0,360.0,685.0,502.0,6.0,94.0,85.0,33.0,67.0,23.0,43.0,0.0,98.0,2.0,15.0,210.0,0.3,3951.0,35.0,160.0,50.0,0.2,4.3,57.2,130.6,0.3,0.3,10.6,82.9,161.4,0.2,90.6,584.8,939.1,0.7,11.5,21.9,37.3,0.2,139.6,511.8,652.4,0.3,110.0,553.2,808.7,0.1,221.7,1342.0,1957.0,0.2,370.6,436.0,519.9,0.2,6.0,104.1,306.7,0.2,3.1,50.9,153.9,0.2,2.1,29.3,96.6,1.4,11.5,45.9,77.0,1.4,7.7,29.1,57.0,1.4,10.2,29.9,51.0,0.9,2.3,5.0,0.9,1.2,12.7,14.0,20.1,0.7,1.9,0.8,9.0,17.0,66.5,Nieuwmarkt/Lastage
BU03630404,Nieuwmarkt,WK036304,26600.0,1600.0,775.0,820.0,7.0,9.0,25.0,31.0,28.0,63.0,19.0,14.0,4.0,3.0,1030.0,66.0,19.0,15.0,1.5,24.0,15.0,1.0,1.0,3.0,1.0,9.0,0.0,15.0,70.0,35.0,15.0,105.0,50.0,100.0,390.0,1083.0,457.0,5.0,95.0,94.0,16.0,84.0,68.0,16.0,0.0,100.0,0.0,6.0,270.0,0.3,4541.0,55.0,215.0,55.0,0.2,5.0,59.2,132.1,0.3,0.2,12.2,83.2,161.5,0.1,93.6,598.3,951.1,0.5,11.2,23.0,36.5,0.1,155.6,523.0,656.8,0.2,122.0,571.8,813.8,0.1,238.8,1397.0,1987.0,0.3,373.4,436.0,519.5,0.2,6.1,117.6,315.8,0.2,3.2,56.5,157.5,0.3,2.3,31.6,98.1,1.6,13.2,46.9,77.9,1.6,9.1,29.0,57.9,1.6,11.0,31.3,51.0,1.0,2.2,4.9,1.1,0.9,12.4,14.0,19.3,0.6,1.9,0.6,8.9,17.0,67.0,Nieuwmarkt/Lastage
BU03630405,Uilenburg,WK036304,15425.0,1235.0,660.0,575.0,7.0,10.0,37.0,29.0,17.0,64.0,25.0,9.0,2.0,7.0,805.0,61.0,25.0,14.0,1.5,29.0,21.0,1.0,0.0,2.0,2.0,15.0,0.0,20.0,50.0,30.0,20.0,90.0,45.0,80.0,335.0,803.0,506.0,0.0,100.0,90.0,37.0,63.0,36.0,27.0,0.0,72.0,28.0,10.0,240.0,0.3,2996.0,35.0,205.0,40.0,0.5,4.7,59.8,130.6,0.6,0.3,8.2,87.1,160.0,0.2,53.7,595.3,937.6,0.3,12.0,22.2,33.2,0.2,105.0,509.1,654.0,0.3,62.9,559.0,810.8,0.1,153.5,1343.0,1961.0,0.1,371.6,436.9,515.2,0.3,8.6,101.5,306.2,0.3,5.2,53.8,153.5,0.3,3.1,30.7,94.6,1.8,14.5,47.0,77.3,1.8,9.7,28.7,57.3,1.8,12.0,31.3,51.0,0.7,2.1,4.5,1.4,1.1,13.0,14.0,19.0,1.0,1.9,0.4,8.0,17.0,66.6,Nieuwmarkt/Lastage
BU03630406,Valkenburg,WK036304,17014.0,1190.0,610.0,585.0,8.0,11.0,31.0,26.0,23.0,61.0,25.0,11.0,4.0,9.0,800.0,67.0,20.0,12.0,1.5,30.0,17.0,1.0,0.0,3.0,0.0,12.0,0.0,10.0,25.0,35.0,40.0,105.0,25.0,55.0,295.0,817.0,507.0,0.0,100.0,90.0,43.0,56.0,23.0,33.0,1.0,100.0,0.0,10.0,275.0,0.3,4036.0,25.0,225.0,50.0,0.6,3.3,59.1,127.1,0.7,0.3,4.7,82.5,154.3,0.3,18.6,563.0,910.6,0.6,11.2,21.3,32.8,0.1,30.6,486.9,646.2,0.4,25.6,531.7,792.2,0.2,59.6,1256.0,1921.0,0.2,367.9,437.2,507.5,0.4,7.1,98.2,291.6,0.3,5.0,53.0,145.5,0.2,2.7,31.7,89.6,1.6,12.8,46.6,77.1,1.6,7.7,29.0,57.1,1.6,10.5,30.8,51.0,0.7,2.1,4.1,1.7,1.1,13.0,14.0,18.7,1.3,1.6,0.6,7.3,17.0,66.1,Nieuwmarkt/Lastage
BU03630407,Zuiderkerkbuurt,WK036304,21400.0,1500.0,840.0,655.0,6.0,10.0,31.0,31.0,22.0,65.0,22.0,10.0,3.0,5.0,1035.0,68.0,21.0,11.0,1.4,27.0,13.0,1.0,1.0,2.0,1.0,9.0,0.0,10.0,105.0,60.0,30.0,125.0,45.0,105.0,485.0,1064.0,543.0,5.0,95.0,87.0,21.0,79.0,50.0,28.0,0.0,100.0,0.0,13.0,305.0,0.3,4487.0,45.0,250.0,55.0,0.3,5.1,63.7,133.6,0.6,0.3,12.4,86.4,163.7,0.1,120.1,624.6,957.9,0.4,11.1,23.0,35.5,0.1,185.5,535.7,659.0,0.1,144.2,590.9,823.3,0.1,309.1,1454.0,2005.0,0.2,378.7,437.0,519.7,0.5,5.8,129.2,320.8,0.5,3.3,62.0,162.0,0.5,2.3,31.9,98.7,1.6,17.6,47.3,78.0,1.8,12.7,29.3,58.0,1.6,13.7,32.4,51.0,1.3,1.9,4.9,1.4,0.6,12.0,14.0,19.2,0.5,1.6,0.6,8.7,17.0,67.2,Nieuwmarkt/Lastage
BU03630408,Waterloopleinbuurt,WK036304,7855.0,860.0,450.0,410.0,7.0,12.0,34.0,27.0,20.0,68.0,21.0,9.0,2.0,8.0,595.0,68.0,21.0,11.0,1.5,30.0,17.0,1.0,1.0,3.0,1.0,12.0,0.0,5.0,55.0,15.0,15.0,85.0,30.0,70.0,280.0,574.0,486.0,2.0,98.0,90.0,30.0,70.0,39.0,31.0,0.0,96.0,4.0,10.0,175.0,0.3,1567.0,20.0,140.0,35.0,0.6,4.8,63.4,130.9,0.8,0.2,9.2,90.5,156.9,0.1,61.1,619.7,943.7,0.3,11.0,22.8,32.9,0.1,107.7,523.5,655.2,0.2,73.3,579.7,809.6,0.1,191.5,1404.0,1981.0,0.3,376.6,438.4,512.7,0.6,9.6,112.7,312.9,0.4,5.7,54.3,158.1,0.4,2.9,30.5,96.8,1.7,17.8,46.6,78.3,1.8,12.0,28.9,58.3,1.7,13.6,31.8,51.4,1.0,1.8,4.4,1.7,0.7,12.3,14.0,18.9,1.0,1.7,0.3,7.9,17.0,66.9,Nieuwmarkt/Lastage
BU03630500,Westerdokseiland,WK036305,11506.0,1840.0,940.0,900.0,13.0,7.0,29.0,29.0,21.0,56.0,32.0,9.0,3.0,11.0,995.0,46.0,32.0,22.0,1.9,23.0,26.0,3.0,1.0,7.0,2.0,13.0,0.0,25.0,55.0,55.0,60.0,185.0,55.0,75.0,505.0,979.0,697.0,0.0,100.0,92.0,43.0,57.0,28.0,29.0,0.0,0.0,100.0,8.0,3565.0,0.0,0.0,45.0,385.0,3180.0,0.2,2.9,31.4,96.3,0.9,0.7,2.8,41.6,123.7,0.5,42.7,401.9,794.2,0.9,8.0,19.8,39.2,0.3,23.6,417.4,617.2,0.2,23.5,411.9,727.3,0.1,64.5,949.1,1739.0,0.3,361.2,426.8,515.0,0.2,2.5,63.4,218.0,0.3,4.2,29.6,107.5,0.9,1.6,17.3,64.6,0.7,5.2,24.5,76.9,0.7,3.1,16.9,56.9,0.7,5.1,18.0,50.8,2.1,1.6,6.6,1.7,1.1,11.0,13.0,21.0,1.3,1.2,2.5,8.0,16.0,67.3,Haarlemmerbuurt
BU03630501,Haarlemmerbuurt Oost,WK036305,16422.0,1475.0,750.0,725.0,6.0,11.0,37.0,28.0,17.0,69.0,19.0,9.0,3.0,8.0,970.0,63.0,24.0,13.0,1.5,27.0,15.0,1.0,0.0,3.0,0.0,10.0,0.0,15.0,135.0,55.0,30.0,145.0,60.0,100.0,540.0,1045.0,530.0,5.0,95.0,85.0,25.0,75.0,33.0,43.0,0.0,99.0,1.0,15.0,280.0,0.3,3025.0,35.0,220.0,60.0,0.2,8.4,41.4,114.6,0.6,0.2,7.9,60.8,147.7,0.1,140.6,475.3,891.8,0.6,10.9,20.7,40.6,0.1,106.6,468.1,637.3,0.1,117.7,477.1,783.0,0.1,264.9,1143.0,1886.0,0.1,373.6,429.7,523.0,0.2,5.9,93.1,272.5,0.2,2.8,46.3,132.8,0.4,2.1,27.4,84.9,0.2,7.0,36.1,77.0,0.2,4.0,22.6,57.0,0.2,6.0,26.9,51.0,1.6,1.1,6.1,1.4,0.7,11.0,13.9,21.0,0.6,0.7,1.9,9.0,19.1,67.0,Haarlemmerbuurt
BU03630502,Haarlemmerbuurt West,WK036305,22082.0,2430.0,1240.0,1185.0,9.0,10.0,34.0,30.0,18.0,64.0,23.0,9.0,4.0,8.0,1490.0,61.0,22.0,17.0,1.6,26.0,19.0,3.0,1.0,4.0,1.0,10.0,0.0,20.0,170.0,70.0,35.0,180.0,75.0,150.0,700.0,1540.0,496.0,2.0,98.0,89.0,25.0,74.0,44.0,30.0,0.0,94.0,6.0,11.0,530.0,0.4,4844.0,60.0,430.0,100.0,0.2,7.4,38.1,107.2,0.3,0.1,8.6,56.2,136.8,0.1,89.9,459.6,848.6,0.4,10.0,20.4,41.0,0.1,52.3,453.0,628.2,0.1,44.9,458.5,761.6,0.1,164.2,1081.0,1824.0,0.2,369.6,429.3,524.5,0.3,14.2,90.2,248.1,0.5,7.5,40.9,122.8,0.7,4.2,25.3,77.9,0.4,7.0,33.2,77.4,0.4,4.0,21.2,57.4,0.4,6.0,26.3,50.9,1.5,0.9,6.6,1.0,0.3,11.0,13.0,21.0,1.1,0.3,2.4,8.2,19.0,67.6,Haarlemmerbuurt
BU03630503,Westelijke eilanden,WK036305,19347.0,2900.0,1410.0,1490.0,10.0,8.0,31.0,31.0,19.0,63.0,25.0,10.0,2.0,9.0,1810.0,62.0,21.0,17.0,1.6,27.0,15.0,2.0,1.0,2.0,1.0,9.0,0.0,50.0,75.0,90.0,60.0,310.0,100.0,180.0,865.0,1719.0,525.0,3.0,97.0,92.0,33.0,67.0,50.0,16.0,0.0,86.0,14.0,8.0,710.0,0.4,4644.0,90.0,565.0,140.0,0.6,4.4,32.7,96.5,0.6,0.5,5.5,44.7,119.1,0.4,56.7,408.7,792.4,0.6,8.2,20.4,39.9,0.4,23.4,395.7,612.8,0.4,19.8,412.2,721.3,0.1,79.7,924.4,1726.0,0.6,361.1,427.2,520.0,0.3,9.0,69.2,218.1,0.4,7.4,30.5,106.6,0.3,2.9,18.3,66.4,0.8,5.6,24.7,76.1,0.8,3.4,17.3,56.1,0.8,5.2,19.2,49.6,1.9,1.3,6.9,1.0,0.6,11.0,13.0,21.0,1.5,0.6,2.7,8.0,18.2,66.7,Haarlemmerbuurt
BU03630505,Planciusbuurt Noord,WK036305,17650.0,355.0,185.0,175.0,8.0,8.0,49.0,26.0,9.0,81.0,11.0,6.0,2.0,8.0,255.0,72.0,16.0,12.0,1.4,31.0,19.0,1.0,1.0,5.0,0.0,12.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,30.0,75.0,242.0,344.0,1.0,99.0,97.0,10.0,90.0,51.0,39.0,0.0,100.0,0.0,3.0,55.0,0.2,3134.0,10.0,45.0,15.0,0.7,4.7,34.8,93.5,0.4,0.4,6.7,46.6,117.7,0.4,57.4,411.2,792.1,0.4,8.5,21.0,40.2,0.3,20.6,381.9,608.6,0.3,17.3,410.5,717.5,0.1,81.7,912.5,1723.0,0.7,363.0,426.8,520.8,0.1,13.0,76.2,216.7,0.1,8.1,32.7,104.9,0.5,4.0,19.9,67.1,0.9,6.0,24.4,76.0,0.9,4.0,17.6,56.0,0.9,5.0,19.3,48.0,1.7,1.1,7.1,0.9,0.4,11.0,13.0,21.0,1.6,0.4,2.9,7.8,18.6,66.1,Haarlemmerbuurt
BU03630506,Planciusbuurt Zuid,WK036305,17000.0,170.0,90.0,80.0,6.0,6.0,40.0,31.0,17.0,72.0,15.0,11.0,2.0,6.0,125.0,76.0,17.0,8.0,1.3,19.0,22.0,3.0,2.0,6.0,0.0,11.0,0.0,5.0,10.0,10.0,0.0,15.0,5.0,10.0,55.0,130.0,347.0,0.0,100.0,85.0,1.0,99.0,86.0,13.0,0.0,100.0,0.0,15.0,25.0,0.2,1961.0,5.0,20.0,5.0,0.4,7.4,38.4,105.3,0.3,0.3,10.8,54.4,133.2,0.3,86.7,462.6,834.3,0.3,11.0,21.0,41.9,0.2,47.0,429.3,622.2,0.1,39.8,457.0,752.5,0.1,157.1,1042.0,1794.0,0.6,368.6,430.1,525.7,0.2,21.3,91.6,244.8,0.2,9.8,38.8,120.7,0.5,5.8,26.7,77.0,0.7,7.8,30.8,78.0,0.7,4.8,18.9,58.0,0.7,6.0,24.8,50.0,1.4,0.8,6.9,0.6,0.3,11.0,13.0,21.0,1.3,0.2,2.8,8.0,19.0,67.0,Haarlemmerbuurt
BU03630600,Driehoekbuurt,WK036306,27210.0,2725.0,1345.0,1375.0,7.0,9.0,40.0,28.0,15.0,70.0,20.0,8.0,2.0,8.0,1860.0,66.0,22.0,12.0,1.5,28.0,14.0,2.0,1.0,2.0,1.0,9.0,0.0,35.0,100.0,70.0,30.0,220.0,95.0,160.0,710.0,1883.0,444.0,4.0,96.0,90.0,26.0,73.0,39.0,34.0,1.0,97.0,3.0,10.0,545.0,0.3,5557.0,80.0,440.0,110.0,0.2,9.5,45.1,107.8,0.4,0.3,8.9,59.0,138.4,0.1,97.8,494.4,864.0,0.6,10.0,19.9,41.0,0.1,55.1,471.8,632.5,0.2,47.6,486.1,771.6,0.1,167.6,1143.0,1860.0,0.2,371.4,430.4,524.5,0.2,16.0,95.2,261.6,0.6,8.3,45.6,125.2,0.6,3.9,28.7,79.8,0.6,7.0,32.7,76.7,0.6,4.0,20.7,56.7,0.6,6.0,26.2,50.7,1.2,0.6,6.7,1.0,0.5,11.0,13.0,21.0,0.9,0.5,2.6,8.0,19.0,68.2,Jordaan
BU03630602,Bloemgrachtbuurt,WK036306,26964.0,2965.0,1460.0,1505.0,9.0,11.0,37.0,26.0,16.0,67.0,22.0,9.0,2.0,10.0,1885.0,62.0,23.0,15.0,1.6,32.0,13.0,1.0,1.0,2.0,1.0,9.0,0.0,35.0,130.0,80.0,75.0,260.0,70.0,130.0,785.0,1958.0,548.0,7.0,93.0,87.0,32.0,67.0,24.0,43.0,1.0,95.0,5.0,13.0,610.0,0.3,5357.0,70.0,500.0,110.0,0.2,12.3,62.7,121.4,0.2,0.3,12.4,79.1,160.4,0.1,111.2,617.8,934.6,1.2,11.0,21.0,39.2,0.1,78.7,531.0,647.6,0.1,101.0,581.9,820.9,0.1,208.1,1386.0,1969.0,0.2,383.3,433.6,523.7,0.3,17.8,137.3,296.9,0.4,8.0,66.1,141.4,0.4,4.5,38.7,91.8,0.8,10.0,42.8,77.4,0.8,7.0,28.0,57.3,0.8,9.0,32.4,50.4,0.5,0.6,6.5,1.1,1.2,11.0,14.0,21.0,0.8,0.3,2.2,9.0,19.5,69.0,Jordaan
